24.24;ΗΘΙΚΗ ΦΙΛΟΣΟΦΙΑ;MORAL PHILOSOPHY
24.25;ΠΟΛΙΤΙΣΤΙΚΗ ΦΙΛΟΣΟΦΙΑ;CULTURAL PHILOSOPHY
24.26;ΤΕΧΝΗ ΚΑΙ ΦΙΛΟΣΟΦΙΑ;ART AND PHILOSOPHY
24.27;ΜΟΥΣΙΚΗ ΚΑΙ ΦΙΛΟΣΟΦΙΑ;MUSIC AND PHILOSOPHY
24.28;ΘΕΑΤΡΟ ΚΑΙ ΦΙΛΟΣΟΦΙΑ;THEATER AND PHILOSOPHY
24.29;ΕΘΝΟΦΙΛΟΣΟΦΙΑ;ETHNOPHILOSOPHY
24.30;ΑΡΧΑΙΑ ΦΙΛΟΣΟΦΙΑ;ANCIENT PHILOSOPHY
24.31;ΕΛΛΗΝΙΚΗ ΦΙΛΟΣΟΦΙΑ;GREEK PHILOSOPHY
24.32;ΦΙΛΟΣΟΦΟΙ;PHILOSOPHERS
24.33;ΚΥΝΙΣΜΟΣ;CYNICISM
24.34;ΝΕΟΠΛΑΤΩΝΙΣΜΟΣ;NEOPLATONISM
24.35;ΠΥΘΑΓΟΡΑΣ ΚΑΙ ΠΥΘΑΓΟΡΕΙΑ ΣΧΟΛΗ;PYTHAGORAS AND PYTHAGOREAN SCHOOL
24.36;ΣΚΕΠΤΙΚΙΣΤΕΣ;SCEPTICS
24.37;ΣΟΦΙΣΤΕΣ;SOPHISTS
24.38;ΣΤΩΙΚΟΙ;STOICS
24.39;ΡΩΜΑΪΚΗ ΦΙΛΟΣΟΦΙΑ;ROMAN PHILOSOPHY
24.40;ΜΕΣΑΙΩΝΙΚΗ ΦΙΛΟΣΟΦΙΑ;MEDIEVAL PHILOSOPHY
24.41;ΜΟΝΤΕΡΝΑ ΦΙΛΟΣΟΦΙΑ;MODERN PHILOSOPHY
24.42;ΙΝΔΙΚΗ ΦΙΛΟΣΟΦΙΑ;INDIC PHILOSOPHY
24.43;ΚΙΝΕΖΙΚΗ ΦΙΛΟΣΟΦΙΑ;CHINESE PHILOSOPHY
24.44;ΦΙΛΟΣΟΦΙΑ ΤΗΣ ΨΥΧΟΛΟΓΙΑΣ;PHILOSOPHY OF PSYCHOLOGY
24.45;ΦΙΛΟΣΟΦΙΑ ΤΟΥ ΝΟΥ;PHILOSOPHY OF MIND
24.46;ΦΙΛΟΣΟΦΙΑ ΤΟΥ ΔΙΚΑΙΟΥ;PHILOSOPHY OF LAW
24.47;ΦΙΛΟΣΟΦΙΑ ΤΗΣ ΦΥΣΙΚΗΣ;PHILOSOPHY OF PHYSICS
24.48;ΦΙΛΟΣΟΦΙΚΑ ΚΙΝΗΜΑΤΑ;PHILOSOPHICAL MOVEMENTS
24.49;ΦΙΛΟΣΟΦΙΚΕΣ ΣΧΟΛΕΣ;PHILOSOPHICAL SCHOOLS
24.50;ΚΟΣΜΟΛΟΓΙΑ;COSMOLOGY
24.51;ΜΕΤΑΦΥΣΙΚΗ;METAPHYSICS
24.52;ΟΝΤΟΛΟΓΙΑ;ONTOLOGY
24.99;AΛΛΕΣ ΕΙΔΙΚΟΤΗΤΕΣ ΤΗΣ ΦΙΛΟΣΟΦΙΑΣ;OTHER PHILOSOPHICAL SPECIALTIES
25.1;ΓΕΝΙΚΗ ΘΕΟΛΟΓΙΑ;GENERAL THEOLOGY
25.2;ΣΥΣΤΗΜΑΤΙΚΗ ΘΕΟΛΟΓΙΑ;SYSTEMATIC THEOLOGY
25.3;ΒΙΒΛΟΣ;BIBLE
25.4;ΚΑΙΝΗ ΔΙΑΘΗΚΗ;NEW TESTAMENT
25.5;ΠΑΛΑΙΑ ΔΙΑΘΗΚΗ;OLD TESTAMENT
25.6;ΑΠΟΦΑΤΙΚΗ ΘΕΟΛΟΓΙΑ;NEGATIVE THEOLOGY
25.7;ΑΠΕΛΕΥΘΕΡΩΤΙΚΗ ΘΕΟΛΟΓΙΑ;LIBERATION THEOLOGY
25.8;ΒΙΒΛΙΚΗ ΘΕΟΛΟΓΙΑ;BIBLICAL THEOLOGY
25.9;ΔΟΓΜΑΤΙΚΗ ΘΕΟΛΟΓΙΑ;DOCTRINAL THEOLOGY
25.10;ΕΡΜΗΝΕΥΤΙΚΗ ΘΕΟΛΟΓΙΑ;HERMENEUTICS
25.11;ΗΘΙΚΗ ΘΕΟΛΟΓΙΑ;ETHICAL THEOLOGY
25.12;ΘΕΟΛΟΓΙΑ ΤΗΣ ΛΑΤΡΕΙΑΣ;DEVOTIONAL THEOLOGY
25.13;ΘΕΟΛΟΓΙΑ ΚΑΙ ΤΕΧΝΕΣ;THEOLOGY AND THE ARTS
25.14;ΘΕΟΛΟΓΙΑ ΤΗΣ ΟΙΚΟΛΟΓΙΑΣ/ΟΙΚΟΛΟΓΙΚΗ ΘΕΟΛΟΓΙΑ;ECO THEOLOGY
25.15;ΙΣΤΟΡΙΚΗ ΘΕΟΛΟΓΙΑ;HISTORIC THEOLOGY
25.16;ΠΡΑΚΤΙΚΗ ΘΕΟΛΟΓΙΑ;PRACTICAL THEOLOGY
25.17;ΠΟΙΜΑΝΤΙΚΗ ΘΕΟΛΟΓΙΑ;PASTORAL THEOLOGY
25.18;ΠΟΙΜΑΝΤΙΚΗ ΔΙΑΚΟΝΙΑ ΤΗΣ ΥΓΕΙΑΣ;HEALTH CARE CHAPLAINCY
25.19;ΦΥΣΙΚΗ ΘΕΟΛΟΓΙΑ;NATURAL THEOLOGY
25.20;ΦΟΝΤΑΜΕΝΤΑΛΙΣΤΙΚΗ ΘΕΟΛΟΓΙΑ;FUNDAMENTALIST THEOLOGY
25.21;ΟΡΘΟΔΟΞΗ ΘΕΟΛΟΓΙΑ;ORTHODOX THEOLOGY
25.22;ΧΡΙΣΤΙΑΝΙΚΗ ΘΕΟΛΟΓΙΑ;CHRISTIAN THEOLOGY
25.23;ΙΣΛΑΜΙΚΗ ΘΕΟΛΟΓΙΑ;ISLAMIC THEOLOGY
25.24;ΠΡΟΤΕΣΤΑΝΤΙΚΗ ΘΕΟΛΟΓΙΑ;PROTESTANΤ THEOLOGY
25.25;ΡΩΜΑΙΟΚΑΘΟΛΙΚΗ ΘΕΟΛΟΓΙΑ;ROMAN CATHOLIC THEOLOGY
25.26;ΘΕΟΛΟΓΙΑ ΤΩΝ ΘΡΗΣΚΕΙΩΝ;THEOLOGY OF RELIGIONS
25.27;ΑΘΕΪΣΜΟΣ;ATHEISM
25.28;ΧΡΙΣΤΙΑΝΙΣΜΟΣ;CHRISTIANITY
25.29;ΚΑΘΟΛΙΚΗ ΕΚΚΛΗΣΙΑ;CATHOLIC CHURCH
25.30;ΑΓΙΟΛΟΓΙΑ;AGIOLOGY
25.31;ΠΑΤΕΡΕΣ ΤΗΣ ΕΚΚΛΗΣΙΑΣ;CHURCH FATHERS
25.32;ΘΕΟΤΟΚΟΣ;THEOTOCOS
25.33;ΕΚΚΛΗΣΙΑ;CHURCH
25.34;ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΓΡΑΜΜΑΤΟΛΟΓΙΑ;CHURCH LITTERATURE
25.35;ΕΚΚΛΗΣΙΟΛΟΓΙΑ;ECCLESIOLOGY
25.36;ΕΚΚΛΗΣΙΑΣΤΙΚΗ ΙΣΤΟΡΙΑ;CHURCH HISTORY
25.37;ΙΣΤΟΡΙΑ ΤΩΝ ΔΟΓΜΑΤΩΝ;HISTORY OF DOCTRINES
25.38;ΘΡΗΣΚΕΙΟΛΟΓΙΑ;SCIENCE OF RELIGION
25.39;ΘΡΗΣΚΕΥΤΙΚΕΣ ΤΕΛΕΤΕΣ;RELIGIOUS CEREMONIES
25.40;ΘΡΗΣΚΕΥΤΙΚΗ ΑΓΩΓΗ;RELΙGIOUS EDUCATION
25.41;ΘΡΗΣΚΕΥΤΙΚΟΙ ΘΕΣΜΟΙ;RELIGIOUS INSTITUTIONS
25.42;ΑΙΡΕΣΕΙΣ;HERESIES
25.43;ΙΕΡΑΠΟΣΤΟΛΙΚΗ;MISSIONARY
25.44;ΕΞΟΜΟΛΟΓΗΤΙΚΗ;CONFESSIONAL
25.45;ΛΕΙΤΟΥΡΓΙΚΗ;LITURGICS
25.46;ΚΑΤΗΧΗΤΙΚΗ;CATECHETICS
25.47;ΑΠΟΛΟΓΗΤΙΚΗ;APOLOGETICS
25.99;AΛΛΕΣ ΘΕΟΛΟΓΙΚΕΣ ΕΙΔΙΚΟΤΗΤΕΣ ;OTHER THEOLOGICAL SPECIALTIES
26.1;ΜΥΚΗΝΑΪΚΗ ΦΙΛΟΛΟΓΙΑ;MYCENAEAN PHILOLOGY
26.2;ΑΡΧΑΙΑ ΕΛΛΗΝΙΚΗ ΦΙΛΟΛΟΓΙΑ ;ANCIENT GREEK PHILOLOGY
26.3;ΛΑΤΙΝΙΚΗ ΦΙΛΟΛΟΓΙΑ ;LATIN PHILOLOGY
26.4;ΠΑΠΥΡΟΛΟΓΙΑ ;PAPYROLOGY
26.5;ΠΑΛΑΙΟΓΡΑΦΙΑ ;PALEOGRAPHY
26.6;ΒΥΖΑΝΤΙΝΗ ΦΙΛΟΛΟΓΙΑ ;BYZANTINE PHILOLOGY
26.7;ΜΕΣΑΙΩΝΙΚΗ ΕΛΛΗΝΙΚΗ ΦΙΛΟΛΟΓΙΑ ;MEDIEVAL GREEK PHILOLOGY
26.8;ΛΟΓΙΑ ΒΥΖΑΝΤΙΝΗ ΦΙΛΟΛΟΓΙΑ ;LEARNED BYZANTINE PHILOLOGY
26.9;ΔΗΜΩΔΗΣ ΒΥΖΑΝΤΙΝΗ ΦΙΛΟΛΟΓΙΑ ;VERNACULAR BYZANTINE PHILOLOGY
26.10;ΜΕΤΑΒΥΖΑΝΤΙΝΗ ΦΙΛΟΛΟΓΙΑ ;POST BYZANTINE PHILOLOGY
26.11;ΔΗΜΩΔΗΣ ΕΛΛΗΝΙΚΗ ΦΙΛΟΛΟΓΙΑ ;VERNACULAR/DEMOTIC GREEK PHILOLOGY
26.12;ΝΕΑ ΕΛΛΗΝΙΚΗ ΦΙΛΟΛΟΓΙΑ ;MODERN GREEK PHILOLOGY
26.13;ΣΥΓΚΡΙΤΙΚΗ ΦΙΛΟΛΟΓΙΑ;COMPARATIVE PHILOLOGY
26.14;AΛΛΕΣ ΕΙΔΙΚΟΤΗΤΕΣ ΦΙΛΟΛΟΓΙΑΣ;OTHER SPECIALTIES OF PHILOLOGY
27.1;ΜΙΚΡΟΦΑΣΙΚΑ ΚΑΙ ΝΑΝΟΦΑΣΙΚΑ ΥΛΙΚΑ;MICROPHASE AND NANOPHASE MATERIALS
27.2;ΜΟΡΙΑΚΑ ΥΛΙΚΑ;MOLECULAR MATERIALS
27.3;ΒΙΟΫΛΙΚΑ ΚΑΙ ΕΠΙΣΤΗΜΗ ΤΩΝ ΥΛΙΚΩΝ ΣΕ ΒΙΟΜΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ;BIOMATERIALS AND MATERIALS SCIENCE IN BIOMOLECULAR SYSTEMS
27.4;ΦΩΤΟΝΙΚΑ ΚΑΙ ΟΠΤΟΗΛΕΚΤΡΟΝΙΚΑ ΥΛΙΚΑ;PHOTONIC AND OPTOELECTRONIC MATERIALS
27.5;ΜΑΓΝΗΤΙΚΑ ΥΛΙΚΑ;MAGNETIC MATERIALS
27.6;ΗΛΕΚΤΡΟΝΙΚΑ ΥΛΙΚΑ;ELECTRONIC MATERIALS
27.7;ΣΥΝΘΕΤΑ ΚΑΙ ΥΒΡΙΔΙΚΑ ΥΛΙΚΑ;COMPOSITE AND HYBRID MATERIALS
27.8;ΠΟΛΥΜΕΡΙΚΑ ΥΛΙΚΑ;POLYMERIC MATERIALS
27.9;ΚΕΡΑΜΙΚΑ ΥΛΙΚΑ ΚΑΙ ΥΑΛΟΙ;CERAMIC MATERIALS AND GLASSES
27.10;ΜΕΤΑΛΛΙΚΑ ΥΛΙΚΑ ΚΑΙ ΚΡΑΜΑΤΑ;METALLIC MATERIALS AND ALLOYS
27.11;ΔΙΗΛΕΚΤΡΙΚΑ ΥΛΙΚΑ;DIELECTRIC MATERIALS
27.12;ΕΥΦΥΗ ΥΛΙΚΑ;SMART MATERIALS
27.13;ΥΓΡΟΚΡΥΣΤΑΛΛΙΚΑ ΥΛΙΚΑ;LIQUID CRYSTALLINE MATERIALS
27.14;ΥΛΙΚΑ ΓΙΑ ΒΙΟΪΑΤΡΙΚΕΣ ΕΦΑΡΜΟΓΕΣ;MATERIALS FOR BIOMEDICAL APPLICATIONS
27.15;ΤΕΧΝΟΛΟΓΙΚΕΣ ΕΦΑΡΜΟΓΕΣ ΤΗΣ ΕΠΙΣΤΗΜΗΣ ΤΩΝ ΥΛΙΚΩΝ;TECHNOLOGICAL APPLICATIONS OF MATERIALS SCIENCE
27.16;ΔΙΑΘΕΜΑΤΙΚΕΣ ΠΕΡΙΟΧΕΣ ΤΗΣ ΕΠΙΣΤΗΜΗΣ ΤΩΝ ΥΛΙΚΩΝ;INTERDISCIPLINARY AREAS OF MATERIALS SCIENCE
28.1;ΒΙΒΛΙΟΘΗΚΟΝΟΜΙΑ;LIBRARY SCIENCE
